Frame No.,Frame Time,GPS Time,Latitude,Longitude
202,20:05:17,20:05:19,32.703279,-117.234023
203,20:05:17,20:05:19,32.703279,-117.234023
204,20:05:17,20:05:19,32.703279,-117.234023
205,20:05:17,20:05:19,32.703279,-117.234023
206,20:05:17,20:05:19,32.703279,-117.234023
207,20:05:17,20:05:19,32.703279,-117.234023
208,20:05:17,20:05:19,32.703279,-117.234023
209,20:05:17,20:05:19,32.703279,-117.234023
210,20:05:17,20:05:19,32.703279,-117.234023
211,20:05:17,20:05:19,32.703279,-117.234023
212,20:05:17,20:05:19,32.703279,-117.234023
213,20:05:17,20:05:19,32.703279,-117.234023
214,20:05:17,20:05:19,32.703279,-117.234023
215,20:05:17,20:05:19,32.703279,-117.234023
216,20:05:17,20:05:19,32.703279,-117.234023
217,20:05:17,20:05:19,32.703279,-117.234023
218,20:05:17,20:05:19,32.703279,-117.234023
219,20:05:17,20:05:19,32.703279,-117.234023
220,20:05:17,20:05:19,32.703279,-117.234023
221,20:05:17,20:05:19,32.703279,-117.234023
222,20:05:17,20:05:19,32.703279,-117.234023
223,20:05:17,20:05:19,32.703279,-117.234023
224,20:05:17,20:05:19,32.703279,-117.234023
225,20:05:17,20:05:19,32.703279,-117.234023
226,20:05:17,20:05:19,32.703279,-117.234023
227,20:05:17,20:05:19,32.703279,-117.234023
228,20:05:17,20:05:19,32.703279,-117.234023
229,20:05:17,20:05:19,32.703279,-117.234023
230,20:05:17,20:05:19,32.703279,-117.234023
231,20:05:17,20:05:19,32.703279,-117.234023
232,20:05:17,20:05:19,32.703279,-117.234023
233,20:05:17,20:05:19,32.703279,-117.234023
234,20:05:17,20:05:19,32.703279,-117.234023
235,20:05:17,20:05:19,32.703279,-117.234023
236,20:05:17,20:05:19,32.703279,-117.234023
237,20:05:17,20:05:19,32.703279,-117.234023
238,20:05:17,20:05:19,32.703279,-117.234023
239,20:05:17,20:05:19,32.703279,-117.234023
240,20:05:17,20:05:19,32.703279,-117.234023
241,20:05:17,20:05:19,32.703279,-117.234023
242,20:05:17,20:05:19,32.703279,-117.234023
243,20:05:17,20:05:19,32.703279,-117.234023
244,20:05:17,20:05:19,32.703279,-117.234023
245,20:05:17,20:05:19,32.703279,-117.234023
246,20:05:17,20:05:19,32.703279,-117.234023
247,20:05:17,20:05:19,32.703279,-117.234023
248,20:05:17,20:05:19,32.703279,-117.234023
249,20:05:17,20:05:19,32.703279,-117.234023
250,20:05:17,20:05:19,32.703279,-117.234023
251,20:05:17,20:05:19,32.703279,-117.234023
252,20:05:17,20:05:19,32.703279,-117.234023
253,20:05:17,20:05:19,32.703279,-117.234023
254,20:05:17,20:05:19,32.703279,-117.234023
255,20:05:17,20:05:19,32.703279,-117.234023
256,20:05:17,20:05:19,32.703279,-117.234023
257,20:05:17,20:05:19,32.703279,-117.234023
258,20:05:17,20:05:19,32.703279,-117.234023
259,20:05:17,20:05:19,32.703279,-117.234023
260,20:05:17,20:05:19,32.703279,-117.234023
261,20:05:17,20:05:19,32.703279,-117.234023
262,20:05:17,20:05:19,32.703279,-117.234023
263,20:05:17,20:05:19,32.703279,-117.234023
264,20:05:17,20:05:19,32.703279,-117.234023
265,20:05:17,20:05:19,32.703279,-117.234023
266,20:05:17,20:05:19,32.703279,-117.234023
267,20:05:17,20:05:19,32.703279,-117.234023
268,20:05:17,20:05:19,32.703279,-117.234023
269,20:05:17,20:05:19,32.703279,-117.234023
270,20:05:17,20:05:19,32.703279,-117.234023
271,20:05:17,20:05:19,32.703279,-117.234023
272,20:05:17,20:05:19,32.703279,-117.234023
273,20:05:17,20:05:19,32.703279,-117.234023
274,20:05:17,20:05:19,32.703279,-117.234023
275,20:05:17,20:05:19,32.703279,-117.234023
276,20:05:17,20:05:19,32.703279,-117.234023
277,20:05:17,20:05:19,32.703279,-117.234023
278,20:05:17,20:05:19,32.703279,-117.234023
279,20:05:17,20:05:19,32.703279,-117.234023
280,20:05:17,20:05:19,32.703279,-117.234023
281,20:05:17,20:05:19,32.703279,-117.234023
282,20:05:17,20:05:19,32.703279,-117.234023
283,20:05:17,20:05:19,32.703279,-117.234023
284,20:05:17,20:05:19,32.703279,-117.234023
285,20:05:17,20:05:19,32.703279,-117.234023
